
 --- Table  1: Summary of nuclide data: 

 Data for 92 nuclides included in calculation:

 - 92 Transport nuclides
 - No dosimetry nuclides
 - No decay nuclides
 - 2321 reaction channels
 - 1268 special reactions
 - No transmutation reactions
 - 11 transmutation branch reactions
 - 15 decay reactions
 - No decay branch reactions
 - All reaction linked to target

 Columns:

  1. Index
  2. Level (first occurence in transmutation paths)
  3. Name (nuclide identifier data)
  4. Library ID
  5. Primary data type: TRA = transport
                        DOS = dosimetry
                        SAB = thermal scattering
                        DEC = only decay data
                        STR = only structural data (mass)
                        PHO = photon interaction data
  6. Z (atomic number)
  7. A (isotope number)
  8. I (isomeric state)
  9. Atomic weight
 10. Temperature (in Kelvin)
 11. Decay constant (1/s)
 12. Flags: I - nuclide is present in initial composition
            B - nuclide is involved in burnup calculation
            A - nuclide is produced as activation product
            D - nuclide is produced as decay product
            F - nuclide is produced as fission product
            B - nuclide is produced in decay or transmutation branching
            T - nuclide has neutron transport cross section data
            S - nuclide has S(a,b) data
            I - nuclide has isomeric branching reactions
            F - nuclide is fissile
            P - nuclide is a delayed neutron precursor
            D - nuclide has delayed neutron data
            U - nuclide has uses ures ptable data
            T - nuclide cross sections are adjusted by TMS
            D - nuclide has dosimetry cross section data
            R - nuclide has radioactive decay data
            N - nuclide has neutron-induced fission yield data
            S - nuclide has spontaneous fission yield data
            P - nuclide has photon transport cross section data
            T - nuclide has supplementary transmutation cross section data

    1   0  1001.03c      03c  TRA    1   1 0    1.00782   300.0       stable  I-----T--------R----  hydrogen (H-1)
    2   0  1002.03c      03c  TRA    1   2 0    2.01410   300.0       stable  I-----T--------R----  deuterium (H-2)
 XS temperature               : 300.0 Kelvin
 Minimum and maximum energy   : 1.00000E-11 2.00000E+01
 Half-life                    : stable
 Specific ingestion toxicity  : N/A
 Specific inhalation toxicity : N/A

 - Nuclide is not involved in burnup calculation
 - Nuclide has neutron transport data
 - Nuclide has no photon transport data
 - Nuclide has no S(a,b) data
 - Nuclide has isomeric branching data
 - Nuclide is not fissile
 - Nuclide is not a delayed neutron precursor
 - Nuclide has no delayed neutron data
 - Nuclide has ures ptable data but it is not used
 - Nuclide temperature is not adjusted with TMS
 - Nuclide has no dosimetry data
 - Nuclide has decay data
 - Nuclide has no supplementary transmutation cross section data
 - Nuclide has no NFY data
 - Nuclide has no SFY data

 - 17 reaction channels
 - 69 special reactions
 - No transmutation reactions
 - 1 transmutation branch reactions
 - No decay reactions
 - No decay branch reactions
 - No transmutation paths

 17 reactions channel:

   1    MT =      2  Q =  0.00000E+00 MeV  Emin = 1.00000E-11 MeV  frac = 1.00000E+00  : elastic scattering
   2    MT =     16  Q = -1.19180E+01 MeV  Emin = 1.20613E+01 MeV  frac = 1.00000E+00  : (n,2n)
   3    MT =     22  Q = -5.17600E+00 MeV  Emin = 9.00000E+00 MeV  frac = 1.00000E+00  : (n,nalpha)
   4    MT =     28  Q = -8.86000E+00 MeV  Emin = 1.00000E+01 MeV  frac = 1.00000E+00  : (n,np)
   5    MT =     51  Q = -7.93300E-01 MeV  Emin = 8.02836E-01 MeV  frac = 1.00000E+00  : inelastic scatt. to 1. excited state
   6    MT =     52  Q = -1.45421E+00 MeV  Emin = 1.47169E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 2. excited state
   7    MT =     53  Q = -1.50200E+00 MeV  Emin = 1.52005E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 3. excited state
   8    MT =     54  Q = -1.76792E+00 MeV  Emin = 1.78917E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 4. excited state
   9    MT =     55  Q = -2.05671E+00 MeV  Emin = 2.08143E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 5. excited state
  10    MT =     56  Q = -2.07500E+00 MeV  Emin = 2.09994E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 6. excited state
  11    MT =     57  Q = -2.29822E+00 MeV  Emin = 2.32585E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 7. excited state
  12    MT =     58  Q = -2.39000E+00 MeV  Emin = 2.41873E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 8. excited state
  13    MT =     59  Q = -2.44831E+00 MeV  Emin = 2.47774E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 9. excited state
  14    MT =     91  Q = -9.78241E-01 MeV  Emin = 9.90000E-01 MeV  frac = 1.00000E+00  : inelastic scattering to continuum
  15    MT =    102  Q =  8.53000E+00 MeV  Emin = 1.00000E-11 MeV  frac = 1.00000E+00  : (n,gamma)
  16    MT =    103  Q =  0.00000E+00 MeV  Emin = 1.50000E+00 MeV  frac = 1.00000E+00  : (n,p)
  17    MT =    107  Q =  0.00000E+00 MeV  Emin = 7.00000E-01 MeV  frac = 1.00000E+00  : (n,alpha)

 1 additional transport branch:

   1    MT =    102  Q =  8.53000E+00 MeV  Emin = 1.00000E-11 MeV  frac = 1.00000E+00  : (n,gamma)

 69 special reactions:

   1    MT =    203  Q =  0.00000E+00 MeV  Emin = 1.50000E+00 MeV  : total proton production
   2    MT =    207  Q =  0.00000E+00 MeV  Emin = 7.00000E-01 MeV  : total alpha production
   3    MT =    600  Q = -1.12000E-01 MeV  Emin = 1.50000E+00 MeV  : (n,p) to ground state
   4    MT =    601  Q = -3.60020E-01 MeV  Emin = 1.50000E+00 MeV  : (n,p1)
   5    MT =    602  Q = -5.75620E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p2)
   6    MT =    603  Q = -5.79100E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p3)
   7    MT =    604  Q = -5.84800E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p4)
   8    MT =    605  Q = -6.46000E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p5)
   9    MT =    606  Q = -6.56200E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p6)
  10    MT =    607  Q = -6.76000E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p7)
  11    MT =    608  Q = -6.85400E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p8)
  12    MT =    609  Q = -7.14600E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p9)
  13    MT =    610  Q = -7.26100E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p10)
  14    MT =    611  Q = -7.32000E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p11)
  15    MT =    612  Q = -7.90000E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p12)
  16    MT =    613  Q = -8.15800E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p13)
  17    MT =    614  Q = -8.30000E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p14)
  18    MT =    615  Q = -8.80000E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p15)
  19    MT =    616  Q = -9.09000E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p16)
  20    MT =    617  Q = -9.44000E-01 MeV  Emin = 2.00000E+00 MeV  : (n,p17)
  21    MT =    618  Q = -1.00200E+00 MeV  Emin = 2.00000E+00 MeV  : (n,p18)
  22    MT =    619  Q = -1.04100E+00 MeV  Emin = 2.50000E+00 MeV  : (n,p19)
  23    MT =    620  Q = -1.05300E+00 MeV  Emin = 2.50000E+00 MeV  : (n,p20)
  24    MT =    621  Q = -1.06900E+00 MeV  Emin = 2.50000E+00 MeV  : (n,p21)
  25    MT =    622  Q = -1.10200E+00 MeV  Emin = 2.50000E+00 MeV  : (n,p22)
  26    MT =    623  Q = -1.11900E+00 MeV  Emin = 2.50000E+00 MeV  : (n,p23)
  27    MT =    649  Q = -1.11900E+00 MeV  Emin = 2.50000E+00 MeV  : (n,p) to continuum
  28    MT =    800  Q =  2.69600E+00 MeV  Emin = 7.00000E-01 MeV  : (n,alpha) to ground state
  29    MT =    801  Q =  2.64645E+00 MeV  Emin = 7.00000E-01 MeV  : (n,a1)
  30    MT =    802  Q =  2.50538E+00 MeV  Emin = 1.00000E+00 MeV  : (n,a2)
  31    MT =    803  Q =  2.23931E+00 MeV  Emin = 1.00000E+00 MeV  : (n,a3)
  32    MT =    804  Q =  2.14703E+00 MeV  Emin = 1.00000E+00 MeV  : (n,a4)
  33    MT =    805  Q =  2.08752E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a5)
  34    MT =    806  Q =  2.05924E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a6)
  35    MT =    807  Q =  1.99519E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a7)
  36    MT =    808  Q =  1.96403E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a8)
  37    MT =    809  Q =  1.82230E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a9)
  38    MT =    810  Q =  1.79347E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a10)
  39    MT =    811  Q =  1.77619E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a11)
  40    MT =    812  Q =  1.76191E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a12)
  41    MT =    813  Q =  1.71965E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a13)
  42    MT =    814  Q =  1.71945E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a14)
  43    MT =    815  Q =  1.71442E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a15)
  44    MT =    816  Q =  1.70168E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a16)
  45    MT =    817  Q =  1.68121E+00 MeV  Emin = 1.50000E+00 MeV  : (n,a17)
  46    MT =    818  Q =  1.67040E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a18)
  47    MT =    819  Q =  1.60250E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a19)
  48    MT =    820  Q =  1.59596E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a20)
  49    MT =    821  Q =  1.48940E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a21)
  50    MT =    822  Q =  1.45691E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a22)
  51    MT =    823  Q =  1.41784E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a23)
  52    MT =    824  Q =  1.41547E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a24)
  53    MT =    825  Q =  1.35771E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a25)
  54    MT =    826  Q =  1.34683E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a26)
  55    MT =    827  Q =  1.34484E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a27)
  56    MT =    828  Q =  1.30023E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a28)
  57    MT =    829  Q =  1.25246E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a29)
  58    MT =    830  Q =  1.20438E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a30)
  59    MT =    831  Q =  1.18981E+00 MeV  Emin = 2.00000E+00 MeV  : (n,a31)
  60    MT =    832  Q =  1.13780E+00 MeV  Emin = 2.50000E+00 MeV  : (n,a32)
  61    MT =    833  Q =  1.08854E+00 MeV  Emin = 2.50000E+00 MeV  : (n,a33)
  62    MT =    834  Q =  1.01802E+00 MeV  Emin = 2.50000E+00 MeV  : (n,a34)
  63    MT =    835  Q =  1.01330E+00 MeV  Emin = 2.50000E+00 MeV  : (n,a35)
  64    MT =    836  Q =  1.00810E+00 MeV  Emin = 2.50000E+00 MeV  : (n,a36)
  65    MT =    837  Q =  9.52370E-01 MeV  Emin = 2.50000E+00 MeV  : (n,a37)
  66    MT =    838  Q =  9.51310E-01 MeV  Emin = 2.50000E+00 MeV  : (n,a38)
  67    MT =    839  Q =  9.14200E-01 MeV  Emin = 2.50000E+00 MeV  : (n,a39)
  68    MT =    849  Q =  9.14200E-01 MeV  Emin = 1.50000E+00 MeV  : (n,alpha) to continuum
  69    MT =      4  Q =  0.00000E+00 MeV  Emin = 8.02836E-01 MeV  : total inelastic scattering

 Nuclide   58 / 92 : 38086.03c -- strontium 86 (Sr-86)

 Pointers                     : 188118 33771
 Primary type                 : Transport
 Nuclide ZAI                  : 380860
 Library ID                   : 03c
 Cross section data file      : /mnt/c/Users/user/Documents/endfb7/acedata/38086ENDF7.ace
 Atomic weight (AW)           : 85.90931
 Atomic weight ratio (AWR)    : 85.17130
 Temperature                  : 300.0 Kelvin
 XS temperature               : 300.0 Kelvin
 Minimum and maximum energy   : 1.00000E-11 2.00000E+01
 Half-life                    : stable
 Specific ingestion toxicity  : N/A
 Specific inhalation toxicity : N/A

 - Nuclide is not involved in burnup calculation
 - Nuclide has neutron transport data
 - Nuclide has no photon transport data
 - Nuclide has no S(a,b) data
 - Nuclide has isomeric branching data
 - Nuclide is not fissile
 - Nuclide is not a delayed neutron precursor
 - Nuclide has no delayed neutron data
 - Nuclide has ures ptable data but it is not used
 - Nuclide temperature is not adjusted with TMS
 - Nuclide has no dosimetry data
 - Nuclide has decay data
 - Nuclide has no supplementary transmutation cross section data
 - Nuclide has no NFY data
 - Nuclide has no SFY data

 - 24 reaction channels
 - 5 special reactions
 - No transmutation reactions
 - 1 transmutation branch reactions
 - No decay reactions
 - No decay branch reactions
 - No transmutation paths

 24 reactions channel:

   1    MT =      2  Q =  0.00000E+00 MeV  Emin = 1.00000E-11 MeV  frac = 1.00000E+00  : elastic scattering
   2    MT =     16  Q = -1.14932E+01 MeV  Emin = 1.16281E+01 MeV  frac = 1.00000E+00  : (n,2n)
   3    MT =     22  Q = -6.34298E+00 MeV  Emin = 7.00000E+00 MeV  frac = 1.00000E+00  : (n,nalpha)
   4    MT =     28  Q = -9.64693E+00 MeV  Emin = 1.00000E+01 MeV  frac = 1.00000E+00  : (n,np)
   5    MT =     51  Q = -1.07860E+00 MeV  Emin = 1.09126E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 1. excited state
   6    MT =     52  Q = -1.85420E+00 MeV  Emin = 1.87597E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 2. excited state
   7    MT =     53  Q = -2.22970E+00 MeV  Emin = 2.25588E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 3. excited state
   8    MT =     54  Q = -2.48190E+00 MeV  Emin = 2.51104E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 4. excited state
   9    MT =     55  Q = -2.64230E+00 MeV  Emin = 2.67332E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 5. excited state
  10    MT =     56  Q = -2.67280E+00 MeV  Emin = 2.70418E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 6. excited state
  11    MT =     57  Q = -2.78800E+00 MeV  Emin = 2.82073E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 7. excited state
  12    MT =     58  Q = -2.85690E+00 MeV  Emin = 2.89044E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 8. excited state
  13    MT =     59  Q = -2.87830E+00 MeV  Emin = 2.91209E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 9. excited state
  14    MT =     60  Q = -2.95550E+00 MeV  Emin = 2.99020E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 10. excited state
  15    MT =     61  Q = -2.99730E+00 MeV  Emin = 3.03249E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 11. excited state
  16    MT =     62  Q = -3.05570E+00 MeV  Emin = 3.09158E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 12. excited state
  17    MT =     63  Q = -3.18520E+00 MeV  Emin = 3.22260E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 13. excited state
  18    MT =     91  Q = -3.29110E+00 MeV  Emin = 3.32974E+00 MeV  frac = 1.00000E+00  : inelastic scattering to continuum
  19    MT =    102  Q =  8.42819E+00 MeV  Emin = 1.00000E-11 MeV  frac = 1.00000E+00  : (n,gamma)
  20    MT =    103  Q = -9.91935E-01 MeV  Emin = 1.00358E+00 MeV  frac = 1.00000E+00  : (n,p)
  21    MT =    104  Q = -7.33681E+00 MeV  Emin = 8.00000E+00 MeV  frac = 1.00000E+00  : (n,d)
  22    MT =    105  Q = -1.16346E+01 MeV  Emin = 1.20000E+01 MeV  frac = 1.00000E+00  : (n,t)
  23    MT =    107  Q =  1.12671E+00 MeV  Emin = 9.99999E-02 MeV  frac = 1.00000E+00  : (n,alpha)
  24    MT =    111  Q = -9.55147E+00 MeV  Emin = 1.20000E+01 MeV  frac = 1.00000E+00  : (n,2p)

 1 additional transport branch:

   1    MT =    102  Q =  8.42819E+00 MeV  Emin = 1.00000E-11 MeV  frac = 1.00000E+00  : (n,gamma)

 5 special reactions:

   1    MT =    203  Q =  0.00000E+00 MeV  Emin = 1.00358E+00 MeV  : total proton production
   2    MT =    204  Q =  0.00000E+00 MeV  Emin = 7.87083E+00 MeV  : total deuteron production
   3    MT =    205  Q =  0.00000E+00 MeV  Emin = 1.20000E+01 MeV  : total triton production
   4    MT =    207  Q =  0.00000E+00 MeV  Emin = 9.99999E-02 MeV  : total alpha production
   5    MT =      4  Q =  0.00000E+00 MeV  Emin = 1.09126E+00 MeV  : total inelastic scattering

 Nuclide   59 / 92 : 38087.03c -- strontium 87 (Sr-87)

 Pointers                     : 190438 34047
 Primary type                 : Transport
 Nuclide ZAI                  : 380870
 Library ID                   : 03c
 Cross section data file      : /mnt/c/Users/user/Documents/endfb7/acedata/38087ENDF7.ace
 Atomic weight (AW)           : 86.90889
 Atomic weight ratio (AWR)    : 86.16230
 Temperature                  : 300.0 Kelvin
 XS temperature               : 300.0 Kelvin
 Minimum and maximum energy   : 1.00000E-11 2.00000E+01
 Half-life                    : stable
 Specific ingestion toxicity  : N/A
 Specific inhalation toxicity : N/A

 - Nuclide is not involved in burnup calculation
 - Nuclide has neutron transport data
 - Nuclide has no photon transport data
 - Nuclide has no S(a,b) data
 - Nuclide has no isomeric branching data
 - Nuclide is not fissile
 - Nuclide is not a delayed neutron precursor
 - Nuclide has no delayed neutron data
 - Nuclide has ures ptable data but it is not used
 - Nuclide temperature is not adjusted with TMS
 - Nuclide has no dosimetry data
 - Nuclide has decay data
 - Nuclide has no supplementary transmutation cross section data
 - Nuclide has no NFY data
 - Nuclide has no SFY data

 - 19 reaction channels
 - 6 special reactions
 - No transmutation reactions
 - No transmutation branch reactions
 - No decay reactions
 - No decay branch reactions
 - No transmutation paths

 19 reactions channel:

   1    MT =      2  Q =  0.00000E+00 MeV  Emin = 1.00000E-11 MeV  frac = 1.00000E+00  : elastic scattering
   2    MT =     16  Q = -8.43290E+00 MeV  Emin = 8.53078E+00 MeV  frac = 1.00000E+00  : (n,2n)
   3    MT =     22  Q = -7.30618E+00 MeV  Emin = 8.00000E+00 MeV  frac = 1.00000E+00  : (n,nalpha)
   4    MT =     28  Q = -9.42483E+00 MeV  Emin = 1.00000E+01 MeV  frac = 1.00000E+00  : (n,np)
   5    MT =     32  Q = -1.57697E+01 MeV  Emin = 1.60000E+01 MeV  frac = 1.00000E+00  : (n,nd)
   6    MT =     51  Q = -3.88299E-01 MeV  Emin = 3.92807E-01 MeV  frac = 1.00000E+00  : inelastic scatt. to 1. excited state
   7    MT =     52  Q = -8.72999E-01 MeV  Emin = 8.83132E-01 MeV  frac = 1.00000E+00  : inelastic scatt. to 2. excited state
   8    MT =     53  Q = -1.22900E+00 MeV  Emin = 1.24327E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 3. excited state
   9    MT =     54  Q = -1.25700E+00 MeV  Emin = 1.27159E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 4. excited state
  10    MT =     55  Q = -1.73900E+00 MeV  Emin = 1.75918E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 5. excited state
  11    MT =     56  Q = -1.77100E+00 MeV  Emin = 1.79156E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 6. excited state
  12    MT =     57  Q = -1.92100E+00 MeV  Emin = 1.94330E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 7. excited state
  13    MT =     91  Q = -1.99700E+00 MeV  Emin = 2.02018E+00 MeV  frac = 1.00000E+00  : inelastic scattering to continuum
  14    MT =    102  Q =  1.11130E+01 MeV  Emin = 1.00000E-11 MeV  frac = 1.00000E+00  : (n,gamma)
  15    MT =    103  Q =  5.09259E-01 MeV  Emin = 9.99999E-02 MeV  frac = 1.00000E+00  : (n,p)
  16    MT =    104  Q = -7.11471E+00 MeV  Emin = 7.39099E+00 MeV  frac = 1.00000E+00  : (n,d)
  17    MT =    105  Q = -9.58456E+00 MeV  Emin = 1.03719E+01 MeV  frac = 1.00000E+00  : (n,t)
  18    MT =    106  Q = -1.02529E+01 MeV  Emin = 1.20000E+01 MeV  frac = 1.00000E+00  : (n,He-3)
  19    MT =    107  Q =  3.21721E+00 MeV  Emin = 9.99999E-02 MeV  frac = 1.00000E+00  : (n,alpha)

 6 special reactions:

   1    MT =    203  Q =  0.00000E+00 MeV  Emin = 9.99999E-02 MeV  : total proton production
   2    MT =    204  Q =  0.00000E+00 MeV  Emin = 7.19730E+00 MeV  : total deuteron production
   3    MT =    205  Q =  0.00000E+00 MeV  Emin = 1.03719E+01 MeV  : total triton production
   4    MT =    206  Q =  0.00000E+00 MeV  Emin = 1.20000E+01 MeV  : total He-3 production
   5    MT =    207  Q =  0.00000E+00 MeV  Emin = 9.99999E-02 MeV  : total alpha production
   6    MT =      4  Q =  0.00000E+00 MeV  Emin = 3.92807E-01 MeV  : total inelastic scattering

 Nuclide   60 / 92 : 38088.03c -- strontium 88 (Sr-88)

 Pointers                     : 192374 34323
 Primary type                 : Transport
 Nuclide ZAI                  : 380880
 Library ID                   : 03c
 Cross section data file      : /mnt/c/Users/user/Documents/endfb7/acedata/38088ENDF7.ace
 Atomic weight (AW)           : 87.90515
 Atomic weight ratio (AWR)    : 87.15000
 Temperature                  : 300.0 Kelvin
 XS temperature               : 300.0 Kelvin
 Minimum and maximum energy   : 1.00000E-11 2.00000E+01
 Half-life                    : stable
 Specific ingestion toxicity  : N/A
 Specific inhalation toxicity : N/A

 - Nuclide is not involved in burnup calculation
 - Nuclide has neutron transport data
 - Nuclide has no photon transport data
 - Nuclide has no S(a,b) data
 - Nuclide has no isomeric branching data
 - Nuclide is not fissile
 - Nuclide is not a delayed neutron precursor
 - Nuclide has no delayed neutron data
 - Nuclide has no ures ptable data
 - Nuclide temperature is not adjusted with TMS
 - Nuclide has no dosimetry data
 - Nuclide has decay data
 - Nuclide has no supplementary transmutation cross section data
 - Nuclide has no NFY data
 - Nuclide has no SFY data

 - 34 reaction channels
 - 6 special reactions
 - No transmutation reactions
 - No transmutation branch reactions
 - No decay reactions
 - No decay branch reactions
 - No transmutation paths

 34 reactions channel:

   1    MT =      2  Q =  0.00000E+00 MeV  Emin = 1.00000E-11 MeV  frac = 1.00000E+00  : elastic scattering
   2    MT =     16  Q = -1.11130E+01 MeV  Emin = 1.12405E+01 MeV  frac = 1.00000E+00  : (n,2n)
   3    MT =     17  Q = -1.95410E+01 MeV  Emin = 1.97660E+01 MeV  frac = 1.00000E+00  : (n,3n)
   4    MT =     22  Q = -7.91050E+00 MeV  Emin = 9.00000E+00 MeV  frac = 1.00000E+00  : (n,nalpha)
   5    MT =     28  Q = -1.06120E+01 MeV  Emin = 1.24000E+01 MeV  frac = 1.00000E+00  : (n,np)
   6    MT =     51  Q = -1.83610E+00 MeV  Emin = 1.85720E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 1. excited state
   7    MT =     52  Q = -2.73410E+00 MeV  Emin = 2.76550E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 2. excited state
   8    MT =     53  Q = -3.15200E+00 MeV  Emin = 3.18820E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 3. excited state
   9    MT =     54  Q = -3.21850E+00 MeV  Emin = 3.25543E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 4. excited state
  10    MT =     55  Q = -3.48660E+00 MeV  Emin = 3.52661E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 5. excited state
  11    MT =     56  Q = -3.52290E+00 MeV  Emin = 3.56332E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 6. excited state
  12    MT =     57  Q = -3.58480E+00 MeV  Emin = 3.62594E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 7. excited state
  13    MT =     58  Q = -3.63510E+00 MeV  Emin = 3.67681E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 8. excited state
  14    MT =     59  Q = -3.95260E+00 MeV  Emin = 3.99800E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 9. excited state
  15    MT =     60  Q = -4.01960E+00 MeV  Emin = 4.06572E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 10. excited state
  16    MT =     61  Q = -4.03560E+00 MeV  Emin = 4.08191E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 11. excited state
  17    MT =     62  Q = -4.03910E+00 MeV  Emin = 4.08545E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 12. excited state
  18    MT =     63  Q = -4.17040E+00 MeV  Emin = 4.21830E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 13. excited state
  19    MT =     64  Q = -4.17100E+00 MeV  Emin = 4.21890E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 14. excited state
  20    MT =     65  Q = -4.22720E+00 MeV  Emin = 4.27571E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 15. excited state
  21    MT =     66  Q = -4.26870E+00 MeV  Emin = 4.31770E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 16. excited state
  22    MT =     67  Q = -4.29970E+00 MeV  Emin = 4.34904E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 17. excited state
  23    MT =     68  Q = -4.36820E+00 MeV  Emin = 4.41832E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 18. excited state
  24    MT =     69  Q = -4.41390E+00 MeV  Emin = 4.46455E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 19. excited state
  25    MT =     70  Q = -4.45200E+00 MeV  Emin = 4.50310E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 20. excited state
  26    MT =     71  Q = -4.48500E+00 MeV  Emin = 4.53650E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 21. excited state
  27    MT =     72  Q = -4.51400E+00 MeV  Emin = 4.56580E+00 MeV  frac = 1.00000E+00  : inelastic scatt. to 22. excited state
  28    MT =     91  Q = -4.51400E+00 MeV  Emin = 4.56580E+00 MeV  frac = 1.00000E+00  : inelastic scattering to continuum
  29    MT =    102  Q =  6.36700E+00 MeV  Emin = 1.00000E-11 MeV  frac = 1.00000E+00  : (n,gamma)
  30    MT =    103  Q = -4.53270E+00 MeV  Emin = 6.00130E+00 MeV  frac = 1.00000E+00  : (n,p)
  31    MT =    104  Q = -8.38720E+00 MeV  Emin = 9.65000E+00 MeV  frac = 1.00000E+00  : (n,d)
  32    MT =    105  Q = -1.20500E+01 MeV  Emin = 1.35000E+01 MeV  frac = 1.00000E+00  : (n,t)
  33    MT =    106  Q = -1.15140E+01 MeV  Emin = 1.80000E+01 MeV  frac = 1.00000E+00  : (n,He-3)
  34    MT =    107  Q = -7.92740E-01 MeV  Emin = 2.00000E+00 MeV  frac = 1.00000E+00  : (n,alpha)

 6 special reactions:

   1    MT =    203  Q =  0.00000E+00 MeV  Emin = 6.00130E+00 MeV  : total proton production
   2    MT =    204  Q =  0.00000E+00 MeV  Emin = 9.65000E+00 MeV  : total deuteron production
   3    MT =    205  Q =  0.00000E+00 MeV  Emin = 1.35000E+01 MeV  : total triton production
   4    MT =    206  Q =  0.00000E+00 MeV  Emin = 1.75000E+01 MeV  : total He-3 production
   5    MT =    207  Q =  0.00000E+00 MeV  Emin = 2.00000E+00 MeV  : total alpha production
   6    MT =      4  Q =  0.00000E+00 MeV  Emin = 1.85720E+00 MeV  : total inelastic scattering

